text,target
@tommcfly The DVD Radio:ACTIVE Live At Wembley is number 1 at Saraiva store and number 2 at Cultura store here in Brazil. Congratulation! ,4
w00t! Twitter now working on Trillian Astra! ,4
"@_lindsay no ma'am, i didn't apply. i really couldn't afford it.    but i did apply for toms.",0
Late night snack at the Bridge: fish 'n chips 'n mushy peas. Um . . . okay? Super early call time Sat; gotta be in Maple Ridge by 4:30! ,0
"This completes today the 4th of Mayï¿½s entry. For the new day, invite a friend to come along to reflectively in-joy the read ï¿½  ï¿½",4
"Some friends and I just bought airsoft rifles, I signed up to take the first shot in my back... got me in my ear... OW! Accuracy fail ",0
@alcarlton looks like I'll have the usual (1) suitcase full of shoes - sorry  and the other for clothes,0
I wanna be in love ,0
I think the East Coast is stealin all the good weather ,0
John Paul from hollyoaks in emmerdale now!! ,4
@libationblog not Irish but that pretty much explains every SF conf I've ever attended ,4
@wadenick reboot required. ,0
@Meeks619 Please take me to Vegas with you. ,0
Ugh school.. Then work oh joy ,0
@halfmar  not hurt badly I hope. What did you do?,0
"i finished my history test, god it was so hard  and now i'm waiting for my break ..",0
@heycassadee baths are awesome ,4
Played some Animal Crossing Wii online with @LoViLu and @CJ_Kennedy. It was fun. ,4
my eyes are always so heavy im gettings bags. eye bags. ,0
@LJRICH does  this (ahem) album have a name or is it a bit ( ssshhhh)  nudge nudge  wink wink .  ...............,4
Has a lesbian crush on Megan Fox and can't wait for the second transformers movie ,4
ah! weekend went wayyy too fast! I miss everyone from camp snow white ,0
Anyone tell me why I can't sleep for some reason?  Maybe I should try again.,0
All We Know is Falling no Brasil  Depois de QUATRO anos de espera. Chegalogo25/06 aeHahahahaha -tolokaoi http://migre.me/1RLj,4
@sarah448: No problemo. Haha. I could be.  I'm a fan alright. ,4
Started back at the wellness Center Today!!    ~Emily~,4
@BlueVixen Burn probably in the kind temperatures they have at that time of the year ,4
@chikkychappy aww you're not watching it on tv? federer's really doing great! and monfils too. haha but this is such a great match! ,4
I want to go home ,0
WILD WAVES! ,4
"Home from a fantastic day in the mountains with my peeps, and my dogs. ",4
@girlj67 it is useful and I wrote a Post on #Twitterqueens site on how to make one using Live Writer ,4
at chillis with sissy and her frienddds ,4
no fire tonight  i guess im going..well i am going to tacoma to crash at his place...,0
is going to bed...gonna hang out with Tonya for her B~DAY 2morro!!! Wishes Maddie's arm was better! ,0
"@alisonvroney Goin thru JustJaredJunior+ the vid4'You belong with me' had a internet problem!yh im in luv with that vid right now, ok! ",4
happy fathers day! too bad my daughter won't get to celebrate this holiday ,0
Activity made on: I'm Tweeting to myself. My Tweets do *NOT* show up in search.  http://tinyurl.com/nvsarj,0
@bwness bansss!!! That made me laugh! super!!! ,4
Thought I took 1 step ahead but I took 2 back  damn. I lost.,0
ice cold watermelon ,4
is getting ready to say her goodbyes ,0
"so the party is very hard to find, i heard.  gay!",0
"@castmedium Thiught I made that clear, but that was a joke post last night. Sorry. ",0
Yeah sarah!! At my bouse!  lol.  I misss Fresno.,4
busted the first table of the 4 K  to weak/tight fish that hits the board most of the time..shit happens,0
is really good at making Betty Crocker triple choc muffins. ,4
I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??    ,0
Back from France and missing the sun  why is London so grey? Any holiday suggestions? Somewhere sunny of course...,0
@KatMeyer @CarriBugbee I heard that @shannonpaul was considering eating her grasshoppers. ,4
"Just finished putting together an Ikea dresser. Well, some of the parts were missing so its not really finished... ",0
@Nobody_eva ofcourse im going lmao. I wish you could go with us  but you have spain ;),0
@xAimes No problem  Doesn't it look bloody amazing?!,4
@xmeandmrjonesx yeh and vise versa  - r u going to a warm up?!! You going to IOW the Thursday or Friday?! x,4
Walking all day in high heels is no joke! I guess I'm still not used to it  Can't even walk to cwb from wan chai xx,0
@chibadgirl I feel like watching bgc3 ,0
wish dad could drop it already...  ,0
@TheMelodramatic  what about that game last night! woohoo!,4
@jucas_oliveira yes it is  *hugs*,0
Frosted Flakes are too sugary for me anymore. Imma stick to Fruit Loops from now on ,4
"@lalave thanks honey! :-D viii, how's your mommy doing? ",4
is very sad because his dog has acute gastritis      ,0
"@Safety012 Thank you. My grandfather actually helped found the local fire dept, too. ",4
"Hm, definitely gotta study 2day.. but also wnna go to that carnival with Noel... we will see  Thank u Lord for this beautiful Saturday!",4
@CHRIS_Daughtry Thank u soo much Chris ,4
"still desperately trying to finish application form for TDA, tomorrows deadline providing more panic than inspiration ",0
Business ,0
@SHADWELL1970 NO....not helping!!!!! lol  4.45pm ages away ,0
Omg i cant wait wait for dance this summer !!! Im gonna do lyrical and ballet. Ive been dancing for almost  10 years now hehe ,4
really wants to go back home to Hawai'i.... Waimanalo blues. ,0
@Jaime_Iman LOL who the only young girl in yall set....yall gotta stopp that shit man forreal...make me cheat on my boo ,0
Yay! We called up Nick &amp; Mike and they're gonna be sweethearts and show up ,4
holidays have been super boring -.- i haven't een started doing my hw. REBELLION!!! and i wanna go watch the american idols tour ,0
lolll this made my day. http://tinyurl.com/cgacw2 @MIKEBxREIGN ,4
"BEAT UP FROM TODAY'S MEETING.    makati then qc, then makati.  :|  but wth, it was all worth it.  ",0
Photo: Scott took me to go this tonight. IN 3D!  It was amazing!!! I highly recommend it!!!!!  Scott is... http://tumblr.com/x9r1wlnez,4
"@warrenduff If you want to know what it's like to be a 80 Year Old with incontinence, try heated seats ",4
@yelyahwilliams  you are awsome and such an inspiration! good lock and god bless!,0
Is Thankful For The Life God Has Blessed Me With !! ,4
@Chaelala i'm taking Alg 2  Oh really? How was it? It's lots of fun huh? I might go to Albany after summer school.,0
@ogenrwotmike Because you're excited to see me? ,4
Oh boy! Only a few hours till $19 lobster at Clydes ,4
I missed my circuit class   Not a good look!,0
@xxJadeyyxx aww thanks heaps  do you have my number??,4
ah in lovve!!!  uber excitedd! hahahaha happi now... watched last ep. of sopranos... v. good.,4
i hate overcast rainy days ,0
@lashlady i just know i have to know it  its kind of fml'in my future right now. lets just go into business. get rich and live in malibu,0
@aaron1730 am on leave from tomorrow pm.. Then back Tuesday. Was meant to have 2 wks. Had to cut it short ,0
@ImSarahCullen *curtsies* your welcome! ,4
Another loser: @MsToT I was good till a soccer team I was cheering for lost the game  now I nee.. http://tinyurl.com/cmcgqv,0
@omigod It is the very end of Prisonbreak!  But a good ending it was..,0
Got to drive to the pool and back!!! ,4
cant go outside to take photos cos its raining ,0
@brian_tong disappointed i didn't win the eyefi card  i had the right answer too.,0
Listening to coles ipod  he has some good music,4
@hugonator yeah its sexy  i want one. but... eh. prolly gonna have to wait,4
At the gym. woo hooo ,4
"@wazupstl Totally agree. On the upside, there is a lot of cool Eva content on there for the money.  Its all over a year old but still. ",4
Two less. ,0
"Waiting in the waiting room. I see 30 magazines in here. My left leg hurts so badly, I feel like crying. ",0
I'm having trust issues ,0
"off to watch rove then to bed, english exam first thing tomorrow  g'dnight twitterians",0
"Wow, Google got dumb tonight... seems to think Harford = Hartford. Thank goodness for Google Ninja Magic.  &quot;+&quot; FTW",4
"@GingerBrit  Just saw the pics on Ravelry - the soft, fluffy halo on that yarn is to die for!  Keep the pics coming! ",4
"But of course, the document with the important tables in it isn't published on the internet ",0
"@AngieChan070707  hugs? (I typed in Hughs originally...but come to think of it, Hughs might be good as well...as in Jackmans  )",0
@mw55 Oh oh.....Ambrose to the back ,0
@_alps  hehe i didnt even know it was an ebook week and actually finished an e book today morning ! ,4
Looking at the stars (makes me think) ,0
"@CUERVOLOVE Good Morning, How are you?  Hope you been keeping out of trouble?!?!?!   ",4
Is he trying to make me jealous with A. ? WTF is he doing? Why?  Dammit I'm sick of thinking about him. He's just a stupid fuck  Why do I?,0
"im lonely  keep me company! 22 female, california",0
@bfrank87 Nope  Stupid work!,0
"@kristianc man, &quot;unavoidably leaving a bad taste in your mouth either way&quot; would have been a much better reply #whatshouldhavebeen ",0
[-O] @pitchforkmedia  I wish I were there! http://tinyurl.com/mmy6kd,0
@ddlovato what a great friend and such wise words. That's a total keeper ,4
@citralukita it's habitual in our country that the bitter truth is mandatory to be kept secret.. ,0
Sleep?   I don't know the meaning of the word.  Stress?  Now that is equal to me.  ,0
@KayBallard nope just ones fried   @kemalispirli  I still cant focus what I m doing,4
"jonas album tomorrow! And geometry exam. Ugh. Hey baby, why you treatin me bad? ",4
I often wonder how I can spend so much money at the store and then I remember...It's because I have kids ,4
finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates  happy monday peeps,4
i dont hv ur # anymore  @arithemac,0
"@annieonline not just run, but race. Was beat the bridge. I think I was crazy. ",4
@elainephang i dabble in the actg as a hobbie. I ws only in bckgrnd 4 Johnny Mnemonic. I hd som good scenes but were cut out. ,0
@heyitshope yep brisbane show is 29th sep buuut it's 18+ ,0
Gulit sucks but I'm glad I'm able to feel it. ,0
"I'm sad, but trying not to be.  Thankful for work, because in 3 days I won't be able to do what I used to every day... ",0
@MaraBG I'm actually about to go back to bed. Been up since 1:00 am CST. Dtr texted me then. Having some probs in marr. bummer ,0
"@aliceshrinks so I was going to see if you wanted to go to the Georgia Winery for a wine tasting, but they don't mention it on their site ",0
hmm now for dessert: finally my magnum mini ,4
Time to go home.....but I'm still working.  ,0
so tired ,0
"Reading through how the brain works &amp; dreams, I remember dreaming of going to the mamaks last night. But b4 my thosai came.. I WOKE UP! ",0
"I feel so old...my mom is meeting my brother's PROM date...time surely has flew by, niggas bout to be seniors out here ",4
woah! wheres john mayer? great day yesterday. gotta study for 2 mid terms now. ughhh! ,0
Cant get onto her FACEBOOK!!!!!!!!!!!!    And feels rly bad for her country (Iran)!,0
@Antharris88 tut tut! And what fun is there in behaving? ,4
waking up sux and i am not really enjoying this kind of sucking at all ,0
"kompas community di kompas.com ditutup per 1 mei..yahh, padahal artikelnya seru2 tuh ",0
@Jasperblu Thanks Cheryl. ,4
@shobankr and my blogs currently ranks low on BING ,0
for a moment like this ,4
@MiizLushious cop me some ,0
@missgiggly DAMMIT! grr...will watch online ,4
joining the twitter ,4
a beautiful day! ,4
@Nana_CuLLen yeah already.....i've searched with my eyes gustav... i wanted see him...sweet ,0
"Giggle, giggle, giggle.....is this thing on? LOL!!!  Still smilin ",4
"@regravity You mean since 2 minutes ago?  yeah, I am haha",4
@MrDickens I #lovesouthafrica ! ,4
Flo rider has sampled that blue song he messed that song up for me ,0
"Yeah, I got it ",4
@Death_Doll that's good.  California.,4
#FF more and more ladies  @MissStonewall @BajerianQueen @Sweettrini0519 @PTrini @RedhOttChilli_P @TresesPieces,4
"Good day, all! Hello to all followers: old and new!  How is everyone?",4
"damn, youtube has deleted it . when i do, i'll find tweet it ",4
@kungfujedi Can't wait to see the pictures!  I hope you had an underwater camera for the Great Barrier Reef!  ,4
it's so hot in my house i'm going to cry!! haha Capter 3 of alan carr's book. doing well.  i'll take it on sat just in case.. hah,4
